Marital Status,Application mode,Application order,Daytime/evening attendance,Previous qualification,Previous qualification (grade),Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Course_171,Course_8014,Course_9003,Course_9070,Course_9085,Course_9119,Course_9130,Course_9147,Course_9238,Course_9254,Course_9500,Course_9556,Course_9670,Course_9773,Course_9853,Course_9991
1,44,1,1,1,140.0,1,4,4,2,6,140.0,0,0,0,1,0,0,-0.16675255968433558,0,2,6,9,0.4180498886958897,0.5559461717658093,0,1,6,9,4,11.5,0,13.9,-0.3,0.79,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1,17,1,1,1,146.0,1,1,38,9,9,135.5,1,0,1,1,0,0,-0.16675255968433558,0,12,17,19,2.3573571668405413,0.24622820817458968,0,10,17,22,11,11.25,0,11.1,0.6,2.02,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,42,1,1,1,130.0,1,37,38,9,1,130.0,1,0,0,1,0,0,0.3604679684868276,0,3,5,5,-0.22838587068566077,0.48711995832268923,0,1,5,7,2,12.0,0,9.4,-0.8,-3.12,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1,1,6,1,1,136.0,1,1,19,5,5,122.0,0,0,0,1,0,0,-0.6939730878554988,0,0,6,6,0.4180498886958897,0.41829374487956916,0,0,6,6,6,12.0,0,7.6,2.6,0.32,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1,39,1,1,1,120.0,1,37,37,9,9,150.1,1,0,0,1,1,0,2.6011552132142715,0,0,6,9,0.4180498886958897,0.8541931008155687,0,0,6,11,5,12.2,0,13.9,-0.3,0.79,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1,1,1,1,1,133.0,1,38,1,2,4,126.0,0,0,0,1,0,0,-0.4303628237699172,0,0,6,11,-1.1980395097579866,0.2806413159285428,0,0,5,10,0,0.0,0,9.4,-0.8,-3.12,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1,1,1,1,1,188.0,1,3,3,2,2,178.3,1,0,0,1,0,0,-0.6939730878554988,0,0,0,0,-1.5212573894487618,-2.1971023928012143,0,0,0,0,0,0.0,0,15.5,2.8,-4.06,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,39,1,1,19,133.1,1,1,19,4,5,100.0,0,0,0,1,1,0,0.22866283644403682,0,0,5,13,-1.1980395097579866,0.0741626735343964,0,0,5,11,1,10.0,0,13.9,-0.3,0.79,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
1,17,1,1,1,111.0,1,19,38,3,3,111.4,1,0,0,0,0,0,-0.562167955812708,0,0,6,13,-0.22838587068566077,0.0741626735343964,0,0,6,13,2,11.5,0,12.7,3.7,-1.7,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1,1,1,1,1,146.0,1,19,37,9,7,153.0,1,0,0,1,0,1,-0.2985576917271264,0,15,17,18,3.973446565294417,0.5674172083720559,0,15,17,18,17,14.88888889,0,11.1,0.6,2.02,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,1,1,1,1,151.0,1,1,38,4,7,137.0,1,0,0,1,1,0,-0.6939730878554988,0,0,5,5,0.09483200900511447,0.5697114152803479,0,0,5,5,5,15.0,0,8.9,1.4,3.51,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1,53,1,1,42,140.0,1,1,1,6,6,142.2,0,0,0,1,1,1,-0.2985576917271264,0,6,11,11,2.034139287149766,0.4120368163847403,0,3,9,11,9,12.6,0,8.9,1.4,3.51,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2,39,1,0,1,133.1,1,37,37,6,8,100.0,0,0,1,1,0,0,1.8103244209575264,0,3,8,12,0.741267768386665,0.1515921644322013,0,2,7,10,6,12.16666667,0,13.9,-0.3,0.79,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,44,1,1,39,130.0,1,1,1,4,10,130.0,1,0,0,1,0,0,-0.562167955812708,0,2,7,11,0.4180498886958897,0.2806413159285428,0,5,9,9,8,12.75,0,16.2,0.3,-0.92,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1,51,1,1,1,136.0,1,19,19,5,5,122.0,0,0,1,0,0,0,-0.6939730878554988,0,0,5,6,-0.8748216300672113,0.38388063712561604,0,0,5,6,4,10.25,0,9.4,-0.8,-3.12,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1,1,1,1,1,139.0,1,37,37,9,9,124.0,1,0,0,1,0,0,-0.6939730878554988,0,0,0,0,-1.5212573894487618,-2.1971023928012143,0,0,0,0,0,0.0,0,7.6,2.6,0.32,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,39,1,0,1,100.0,1,37,37,6,6,108.3,0,0,0,1,1,0,2.073934685043108,0,0,6,8,0.09483200900511447,0.15675413049205505,0,1,6,12,3,11.0,1,7.6,2.6,0.32,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,1,3,1,1,128.0,1,19,19,3,3,129.8,1,0,0,1,0,0,-0.4303628237699172,0,0,6,6,0.4180498886958897,0.24622820817458968,0,0,6,6,3,13.33333333,0,9.4,-0.8,-3.12,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1,18,3,1,1,164.0,1,1,1,5,3,161.2,1,0,0,1,0,0,-0.6939730878554988,0,1,6,8,0.4180498886958897,0.6346047020050283,1,0,6,8,6,14.375,0,13.9,-0.3,0.79,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
4,39,1,0,19,140.0,1,37,37,9,3,131.0,0,0,0,1,0,1,0.7558833646152,0,0,6,11,-0.22838587068566077,0.2290216553300062,0,0,6,9,5,10.4,0,10.8,1.4,1.74,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,17,1,1,1,142.0,1,19,39,5,4,141.7,0,0,0,1,0,1,-0.6939730878554988,0,0,6,8,0.4180498886958897,0.41829374487956916,0,0,6,6,6,13.0,0,13.9,-0.3,0.79,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
1,7,1,1,3,120.0,1,1,1,7,10,120.0,1,0,0,0,1,0,-0.034947427641544786,0,0,7,0,-1.5212573894487618,-2.1971023928012143,0,0,8,0,0,0.0,0,12.7,3.7,-1.7,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1,17,2,0,1,134.0,1,1,19,4,99,126.0,1,0,0,1,1,0,-0.16675255968433558,0,0,6,7,0.4180498886958897,0.41829374487956916,0,0,6,6,6,12.16666667,0,7.6,2.6,0.32,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,1,1,1,1,150.0,1,1,1,3,3,143.4,0,0,0,0,1,1,-0.6939730878554988,0,0,5,5,0.09483200900511447,0.7348943291956648,0,0,5,5,5,14.2,0,8.9,1.4,3.51,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
1,7,1,1,3,130.0,1,37,37,9,9,130.0,0,0,0,1,0,0,0.6240782325724092,0,14,15,25,3.0037929262220913,0.36913216296386075,1,8,14,22,11,11.90909091,0,7.6,2.6,0.32,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1,39,1,0,38,133.1,1,38,37,4,8,95.5,0,0,0,1,1,0,0.7558833646152,0,0,6,11,0.4180498886958897,0.2806413159285428,0,0,6,6,6,14.0,0,11.1,0.6,2.02,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,39,1,1,1,140.0,1,3,1,2,4,152.8,0,0,0,1,0,0,0.3604679684868276,0,0,7,9,0.741267768386665,0.8484575825124455,0,0,7,12,5,13.8,3,16.2,0.3,-0.92,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,1,4,1,1,136.0,1,37,37,9,8,136.7,1,0,0,1,0,0,-0.4303628237699172,0,0,6,6,-0.22838587068566077,0.5903592795197624,0,0,6,8,6,13.625,0,10.8,1.4,1.74,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1,1,2,1,1,145.0,1,37,1,9,4,138.8,1,0,0,1,0,1,-0.6939730878554988,0,0,7,7,0.4180498886958897,0.4767960262029818,0,0,7,7,6,12.95,0,7.6,2.6,0.32,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1,1,2,1,1,127.0,1,38,37,5,7,123.9,1,0,0,1,0,0,-0.6939730878554988,0,0,5,9,-0.22838587068566077,0.48711995832268923,0,0,5,8,5,13.14285714,0,10.8,1.4,1.74,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2,39,1,1,1,160.0,1,3,1,2,5,126.5,0,0,0,1,0,1,0.8876884966579909,0,1,6,8,0.4180498886958897,0.48711995832268923,1,0,6,9,5,12.85714286,0,13.9,-0.3,0.79,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2,39,1,1,19,133.1,1,37,37,9,9,131.0,0,0,0,1,0,1,1.1512987607435725,0,0,7,10,0.741267768386665,0.5756108053580071,0,2,8,8,8,13.25,0,13.9,-0.3,0.79,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1,39,2,1,1,133.1,1,3,1,2,4,136.1,0,0,0,1,1,0,0.3604679684868276,0,0,7,7,-0.8748216300672113,0.2290216553300062,0,0,5,10,0,0.0,0,12.4,0.5,1.79,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1,39,1,1,1,133.1,1,38,19,9,8,122.9,0,0,1,0,1,0,0.22866283644403682,0,0,6,7,-0.551603750376436,0.6935986007168357,0,0,6,9,2,14.5,0,13.9,-0.3,0.79,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1,1,5,1,1,131.0,1,19,37,9,9,123.7,0,0,0,1,0,1,-0.562167955812708,0,0,6,8,0.09483200900511447,0.21181510248542276,0,0,6,7,5,12.2,0,8.9,1.4,3.51,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2,39,1,1,19,133.1,1,37,38,9,9,120.0,0,0,0,1,1,0,3.9192065336421793,0,0,5,9,-0.22838587068566077,0.3322609765270794,2,0,5,8,4,11.75,0,9.4,-0.8,-3.12,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2,39,1,1,19,133.1,1,1,2,4,6,130.0,0,0,0,1,0,0,1.0194936287007816,0,0,6,6,0.4180498886958897,0.5215330660766424,0,0,6,8,6,13.0,0,9.4,-0.8,-3.12,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1,1,1,1,1,159.0,1,3,1,4,4,162.2,1,0,1,0,0,0,-0.6939730878554988,0,0,0,0,-1.5212573894487618,-2.1971023928012143,0,0,0,0,0,0.0,0,12.4,0.5,1.79,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,1,3,1,1,143.0,1,1,1,5,7,133.2,1,0,0,1,0,1,-0.6939730878554988,0,0,5,11,-0.22838587068566077,0.7452182613153723,0,0,5,7,4,12.5,0,12.7,3.7,-1.7,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1,1,2,1,1,149.0,1,19,38,9,9,126.5,1,0,0,1,0,0,-0.6939730878554988,0,0,8,8,0.741267768386665,0.469421788089711,0,0,8,8,7,12.91428571,0,12.7,3.7,-1.7,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1,1,3,1,1,131.0,1,1,1,4,4,127.2,1,0,0,1,0,1,-0.6939730878554988,0,0,6,6,0.4180498886958897,0.5215330660766424,0,0,6,7,5,13.2,0,12.4,0.5,1.79,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1,1,1,1,1,152.0,1,19,19,9,5,154.1,0,0,1,1,0,1,-0.6939730878554988,0,0,6,6,0.4180498886958897,0.5559461717658093,0,0,6,7,6,12.57142857,0,12.7,3.7,-1.7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1,18,1,0,1,138.0,1,19,1,9,5,134.5,1,0,0,1,0,0,-0.562167955812708,0,0,6,6,0.4180498886958897,0.41829374487956916,0,0,6,8,6,14.375,0,12.4,0.5,1.79,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,17,1,1,1,122.0,1,1,1,4,7,116.8,1,0,1,1,0,0,-0.6939730878554988,0,0,6,6,0.4180498886958897,0.21181510248542276,0,0,6,6,6,12.33333333,0,16.2,0.3,-0.92,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1,1,1,1,1,154.0,1,37,37,9,9,149.5,1,0,0,1,0,1,0.8876884966579909,0,0,7,8,0.741267768386665,0.8820103619014942,0,0,8,9,1,13.5,0,13.9,-0.3,0.79,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1,1,2,1,1,152.0,1,37,37,9,9,139.0,1,0,0,1,0,0,-0.6939730878554988,0,0,7,7,0.4180498886958897,0.7624248141599558,0,0,7,7,6,14.33333333,0,7.6,2.6,0.32,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1,17,1,1,1,116.0,1,19,19,9,8,119.9,1,0,0,1,0,0,-0.4303628237699172,0,0,6,6,0.4180498886958897,0.34946752937166287,0,0,6,6,6,12.33333333,0,12.4,0.5,1.79,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
1,1,2,1,1,136.0,1,1,1,9,4,123.4,1,0,0,1,0,1,-0.6939730878554988,0,0,6,9,0.4180498886958897,0.6051077536815177,0,0,6,6,6,12.16666667,0,8.9,1.4,3.51,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
1,1,1,1,1,133.1,1,38,38,5,10,101.0,0,0,0,1,1,0,-0.4303628237699172,0,0,7,14,0.09483200900511447,0.4620475520412265,0,0,8,15,7,11.85625,0,15.5,2.8,-4.06,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1,43,1,1,1,119.0,1,37,37,9,6,119.0,0,0,1,1,1,0,-0.034947427641544786,0,0,6,6,-1.5212573894487618,-2.1971023928012143,0,0,6,8,0,0.0,0,15.5,2.8,-4.06,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1,7,1,1,3,140.0,1,3,3,2,2,140.0,0,0,1,0,1,0,1.9421295530003173,0,0,7,8,-0.551603750376436,0.41829374487956916,0,0,5,5,0,0.0,0,13.9,-0.3,0.79,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1,18,3,1,1,138.0,1,38,37,9,7,125.1,1,0,0,1,0,1,-0.562167955812708,0,0,6,6,0.4180498886958897,0.41829374487956916,0,0,6,6,6,13.0,0,15.5,2.8,-4.06,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2,43,1,0,1,150.0,1,38,19,3,3,120.1,0,0,0,0,0,0,2.073934685043108,0,11,15,15,2.3573571668405413,0.26343476308395936,0,8,13,14,8,11.25,0,10.8,1.4,1.74,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1,43,1,1,1,120.0,1,1,1,4,10,134.4,0,0,0,1,1,0,0.09685770440124603,0,0,6,7,0.4180498886958897,1.0475619867933212,0,0,6,10,6,15.9,0,15.5,2.8,-4.06,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1,17,1,1,1,121.0,1,37,37,9,9,122.4,0,0,0,1,0,0,-0.6939730878554988,0,0,6,7,0.4180498886958897,0.4576230099991787,0,0,6,6,6,13.33333333,0,13.9,-0.3,0.79,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1,1,1,1,1,138.0,1,19,37,4,9,141.0,0,0,0,1,1,0,-0.562167955812708,0,0,7,7,0.4180498886958897,0.6316550079985916,0,0,7,7,6,13.7,0,7.6,2.6,0.32,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1,17,1,0,1,154.0,1,38,38,4,5,134.1,0,0,0,1,0,0,0.09685770440124603,0,0,5,9,-0.8748216300672113,0.17740199473146961,0,0,5,11,3,14.33333333,1,7.6,2.6,0.32,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2,39,1,0,19,133.1,1,37,37,9,7,114.8,0,0,1,1,1,0,3.5237911375138067,0,0,5,10,0.09483200900511447,0.2511443676050323,0,0,5,17,5,11.5,5,16.2,0.3,-0.92,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1,17,3,1,1,117.0,1,1,2,3,2,119.8,1,0,0,1,1,0,-0.562167955812708,0,0,5,10,-0.8748216300672113,0.0741626735343964,0,0,6,10,0,0.0,0,11.1,0.6,2.02,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
1,43,1,1,1,120.0,1,3,3,2,2,120.0,1,0,0,1,1,0,-0.16675255968433558,0,0,0,0,-1.5212573894487618,-2.1971023928012143,0,0,0,0,0,0.0,0,7.6,2.6,0.32,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,1,1,1,1,101.0,1,1,37,4,9,98.9,1,0,0,1,0,0,-0.2985576917271264,0,0,6,12,-0.22838587068566077,0.38388063712561604,0,0,6,13,2,12.66666667,0,11.1,0.6,2.02,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1,1,1,1,1,135.0,1,19,19,9,5,135.0,1,0,0,1,0,0,-0.4303628237699172,0,0,6,6,0.4180498886958897,0.6591854929628825,0,0,6,6,6,11.83333333,0,10.8,1.4,1.74,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1,1,1,1,1,141.0,1,37,37,4,4,138.9,0,0,0,1,0,0,-0.2985576917271264,0,0,6,7,0.4180498886958897,0.5559461717658093,0,0,6,6,6,14.5,0,10.8,1.4,1.74,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1,1,1,1,1,115.0,1,19,1,3,8,123.4,0,0,0,1,0,0,-0.034947427641544786,0,1,6,8,0.4180498886958897,0.48711995832268923,1,0,6,8,6,11.875,0,13.9,-0.3,0.79,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1,1,2,1,1,120.0,1,3,37,4,7,115.1,1,0,0,1,0,1,-0.562167955812708,0,0,7,8,0.4180498886958897,0.5026058565022501,0,0,8,10,7,12.05,0,12.4,0.5,1.79,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1,17,1,1,1,117.0,1,37,37,9,9,109.3,0,0,0,0,0,0,-0.16675255968433558,0,0,5,9,-0.8748216300672113,-0.13231596885975003,1,0,5,11,1,10.0,0,9.4,-0.8,-3.12,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1,16,3,1,1,134.0,1,37,19,9,5,121.4,1,0,0,1,0,1,-0.034947427641544786,0,0,6,10,-0.22838587068566077,0.7452182613153723,1,0,6,8,5,12.0,0,7.6,2.6,0.32,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1,1,1,1,1,133.1,1,1,1,3,4,112.0,0,0,0,1,1,0,-0.562167955812708,0,0,6,7,0.4180498886958897,0.315054423682496,0,0,6,6,6,12.16666667,0,12.4,0.5,1.79,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1,39,1,0,2,130.0,1,37,37,5,7,147.5,0,0,0,1,0,0,2.073934685043108,0,7,11,13,2.034139287149766,0.7874525281392719,0,6,8,8,8,13.5,0,12.7,3.7,-1.7,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,1,1,1,1,131.0,1,37,37,9,6,127.2,0,0,0,1,0,1,-0.6939730878554988,0,0,5,7,-0.551603750376436,0.41829374487956916,0,0,5,5,4,12.5,0,9.4,-0.8,-3.12,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1,39,2,1,1,110.0,1,19,1,5,5,136.5,0,0,0,1,1,0,0.6240782325724092,0,0,5,6,-1.5212573894487618,-2.1971023928012143,0,0,5,5,0,0.0,0,13.9,-0.3,0.79,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2,39,1,0,1,120.0,1,37,37,9,9,117.0,1,0,0,1,0,0,1.2831038927863632,0,0,6,7,0.4180498886958897,0.4527068505687361,0,0,6,8,6,12.85714286,0,12.4,0.5,1.79,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
